,Population,S,E,I,R,S_ratio,E_ratio,I_ratio,R_ratio,Day,Total
Tahiti,191779.0,190505.0,295.0,513.0,466.0,0.9933569368909004,0.0015382288988888251,0.0026749539834914145,0.0024298802267192967,29.0,191779.0
Tahiti,191779.0,190419.0,331.0,530.0,499.0,0.99290850405936,0.0017259449679057665,0.0027635976827494147,0.0026019532899848262,30.0,191779.0
Tahiti,191779.0,190329.0,366.0,547.0,537.0,0.9924392138868177,0.0019084467016722373,0.002852241382007415,0.002800098029502709,31.0,191779.0
Tahiti,191779.0,190252.0,365.0,588.0,574.0,0.9920377100725314,0.0019032323664217668,0.003066029127276709,0.002993028433770121,32.0,191779.0
Tahiti,191779.0,190159.0,369.0,637.0,614.0,0.9915527768942376,0.001924089707423649,0.003321531554549768,0.0032016018437889446,33.0,191779.0
Tahiti,191779.0,190073.0,380.0,674.0,652.0,0.9911043440626972,0.0019814473951788258,0.00351446195881718,0.0033997465833068273,34.0,191779.0
Tahiti,191779.0,189970.0,414.0,696.0,699.0,0.9905672675318987,0.002158734793694826,0.0036291773343275335,0.003644820340078945,35.0,191779.0
Tahiti,191779.0,189872.0,427.0,740.0,740.0,0.9900562626773526,0.0022265211519509436,0.0038586080853482392,0.0038586080853482392,36.0,191779.0
Tahiti,191779.0,189745.0,471.0,769.0,794.0,0.9893940421005428,0.0024559519029716498,0.004009823807611886,0.004140182188873651,37.0,191779.0
Tahiti,191779.0,189636.0,484.0,812.0,847.0,0.9888256795582415,0.0025237382612277675,0.004234040223382122,0.0044165419571485925,38.0,191779.0
Tahiti,191779.0,189520.0,493.0,861.0,905.0,0.9882208166691869,0.0025706672784820027,0.004489542650655182,0.0047189734016758874,39.0,191779.0
Tahiti,191779.0,189386.0,513.0,919.0,961.0,0.9875220957456239,0.0026749539834914145,0.004791974095182476,0.00501097617570224,40.0,191779.0
Tahiti,191779.0,189270.0,533.0,943.0,1033.0,0.9869172328565693,0.0027792406885008263,0.00491711814119377,0.0053864083137361235,41.0,191779.0
Tahiti,191779.0,189135.0,569.0,989.0,1086.0,0.9862132975977558,0.002966956757517768,0.005156977562715417,0.005662768082011065,42.0,191779.0
Tahiti,191779.0,188985.0,611.0,1034.0,1149.0,0.9854311473101851,0.0031859588380375326,0.005391622648986594,0.0059912712027907124,43.0,191779.0
Tahiti,191779.0,188833.0,641.0,1084.0,1221.0,0.9846385683521136,0.0033423888955516506,0.005652339411510124,0.006366703340824595,44.0,191779.0
Tahiti,191779.0,188659.0,710.0,1120.0,1290.0,0.9837312740185318,0.0037021780278341217,0.005840055480527065,0.006726492473107066,45.0,191779.0
Tahiti,191779.0,188493.0,727.0,1197.0,1362.0,0.9828656943669536,0.0037908217270921215,0.0062415592948133,0.0071019246111409485,46.0,191779.0
Tahiti,191779.0,188312.0,777.0,1240.0,1450.0,0.9819218996866185,0.004051538489615651,0.0064657757105835365,0.007560786113182361,47.0,191779.0
Tahiti,191779.0,188132.0,811.0,1293.0,1543.0,0.9809833193415337,0.004228825888131652,0.006742135478858478,0.008045719291476126,48.0,191779.0
Tahiti,191779.0,187949.0,842.0,1356.0,1632.0,0.9800290959906977,0.00439047028089624,0.007070638599638125,0.008509795128768009,49.0,191779.0
Tahiti,191779.0,187731.0,885.0,1446.0,1717.0,0.978892370906095,0.004614686696666475,0.007539928772180479,0.00895301362505801,50.0,191779.0
Tahiti,191779.0,187504.0,935.0,1527.0,1813.0,0.9777087168042382,0.004875403459190005,0.007962289927468596,0.009453589809103187,51.0,191779.0
Tahiti,191779.0,187261.0,986.0,1622.0,1910.0,0.9764416333383739,0.005141334556964005,0.008457651776263304,0.009959380328398834,52.0,191779.0
Tahiti,191779.0,187014.0,1052.0,1697.0,2016.0,0.9751536925315076,0.005485480683495064,0.008848726920048598,0.010512099864948717,53.0,191779.0
Tahiti,191779.0,186739.0,1106.0,1796.0,2138.0,0.9737197503376283,0.005767054787020476,0.009364946109845186,0.01114824876550613,54.0,191779.0
Tahiti,191779.0,186469.0,1131.0,1897.0,2282.0,0.9723118798200011,0.005897413168282241,0.009891593970142717,0.011899113041573895,55.0,191779.0
Tahiti,191779.0,186192.0,1164.0,2011.0,2412.0,0.9708675089556208,0.006069486231547771,0.010486028188696364,0.012576976624135072,56.0,191779.0
Tahiti,191779.0,185879.0,1230.0,2122.0,2548.0,0.9692354220222235,0.00641363235807883,0.0110648194014986,0.013286126218199072,57.0,191779.0
Tahiti,191779.0,185547.0,1330.0,2183.0,2719.0,0.9675042627190673,0.00693506588312589,0.011382893851777307,0.014177777546029545,58.0,191779.0
Tahiti,191779.0,185215.0,1426.0,2258.0,2880.0,0.965773103415911,0.007435642067171067,0.0117739689955626,0.01501728552135531,59.0,191779.0
Tahiti,191779.0,184874.0,1457.0,2415.0,3033.0,0.9639950150955006,0.0075972864599356555,0.012592619629886484,0.01581507881467731,60.0,191779.0
Tahiti,191779.0,184520.0,1530.0,2528.0,3201.0,0.962149140416834,0.007977932933220008,0.013181839513189662,0.01669108713675637,61.0,191779.0
Tahiti,191779.0,184152.0,1573.0,2673.0,3381.0,0.9602302650446608,0.008202149348990244,0.013937918124507898,0.01762966748184108,62.0,191779.0
Tahiti,191779.0,183805.0,1617.0,2777.0,3580.0,0.9584208907127475,0.00843158010001095,0.01448020899055684,0.018667320196684725,63.0,191779.0
Tahiti,191779.0,183427.0,1664.0,2923.0,3765.0,0.9564498719880696,0.008676653856783068,0.015241501937125545,0.019631972218021786,64.0,191779.0
Tahiti,191779.0,183023.0,1734.0,3043.0,3979.0,0.9543432805468794,0.00904165732431601,0.01586722216718202,0.020747839961622494,65.0,191779.0
Tahiti,191779.0,182621.0,1797.0,3172.0,4189.0,0.9522471177761903,0.009370160445095657,0.016539871414492723,0.021842850364221317,66.0,191779.0
Tahiti,191779.0,182223.0,1843.0,3310.0,4403.0,0.950171812346503,0.009610019866617305,0.017259449679057664,0.022958718107822025,67.0,191779.0
Tahiti,191779.0,181771.0,1930.0,3447.0,4631.0,0.9478149328132903,0.010063667033408247,0.017973813608372136,0.02414758654492932,68.0,191779.0
Tahiti,191779.0,181277.0,2014.0,3599.0,4889.0,0.9452390511995579,0.010501671194447776,0.018766392566443666,0.025492885039550734,69.0,191779.0
Tahiti,191779.0,180780.0,2109.0,3758.0,5132.0,0.9426475265800739,0.010997033043242482,0.01959547187126849,0.026759968505415087,70.0,191779.0
Tahiti,191779.0,180263.0,2215.0,3917.0,5384.0,0.9399517152555806,0.011549752579792365,0.020424551176093316,0.028073980988533677,71.0,191779.0
Tahiti,191779.0,179699.0,2340.0,4090.0,5650.0,0.9370108301743152,0.012201544486101189,0.021326631174424727,0.029460994165158856,72.0,191779.0
Tahiti,191779.0,179104.0,2461.0,4321.0,5893.0,0.9339083007002852,0.012832479051408132,0.022531142617283437,0.03072807763102321,73.0,191779.0
Tahiti,191779.0,178512.0,2596.0,4470.0,6201.0,0.9308214142320066,0.013536414310221661,0.023308078569603555,0.03233409288816815,74.0,191779.0
Tahiti,191779.0,177885.0,2692.0,4670.0,6532.0,0.9275520260299616,0.014036990494266838,0.024350945619697674,0.03406003785607392,75.0,191779.0
Tahiti,191779.0,177239.0,2771.0,4885.0,6884.0,0.9241835654581576,0.014448922979054016,0.025472027698548852,0.03589548386423957,76.0,191779.0
Tahiti,191779.0,176513.0,2968.0,5038.0,7260.0,0.920397958066316,0.015476147023396723,0.026269820991870852,0.037856073918416513,77.0,191779.0
Tahiti,191779.0,175818.0,3064.0,5263.0,7634.0,0.9167739950672389,0.0159767232074419,0.027443046423226734,0.03980623530209251,78.0,191779.0
Tahiti,191779.0,175067.0,3221.0,5492.0,7999.0,0.9128580292941354,0.01679537384176578,0.0286371291955845,0.04170946766851428,79.0,191779.0
Tahiti,191779.0,174303.0,3342.0,5731.0,8403.0,0.9088742771627759,0.017426308407072724,0.02988335532044697,0.0438160591097044,80.0,191779.0
Tahiti,191779.0,173494.0,3503.0,5947.0,8835.0,0.9046558799451452,0.01826581638239849,0.031009651734548623,0.0460686519379077,81.0,191779.0
Tahiti,191779.0,172668.0,3664.0,6173.0,9274.0,0.9003488390282565,0.019105324357724256,0.032188091501154974,0.04835774511286429,82.0,191779.0
Tahiti,191779.0,171821.0,3785.0,6470.0,9703.0,0.8959322970711079,0.019736258923031196,0.03373674907054474,0.050594694935316174,83.0,191779.0
Tahiti,191779.0,170964.0,3889.0,6770.0,10156.0,0.8914636117614546,0.020278549789080138,0.03530104964568592,0.05295678880377935,84.0,191779.0
Tahiti,191779.0,170067.0,4040.0,7070.0,10602.0,0.8867863530417824,0.0210659144119012,0.0368653502208271,0.05528238232548924,85.0,191779.0
Tahiti,191779.0,169158.0,4141.0,7357.0,11123.0,0.8820465222991047,0.021592562272198728,0.03836186443771216,0.057999050990984416,86.0,191779.0
Tahiti,191779.0,168170.0,4266.0,7693.0,11650.0,0.8768947590716397,0.022244354178507553,0.04011388108187028,0.06074700566798242,87.0,191779.0
Tahiti,191779.0,167144.0,4402.0,8033.0,12200.0,0.871544851104657,0.022953503772571555,0.04188675506703028,0.06361489005574124,88.0,191779.0
Tahiti,191779.0,166014.0,4657.0,8289.0,12819.0,0.8656526522716251,0.024283159261441555,0.04322162489115075,0.06684256357578254,89.0,191779.0
Tahiti,191779.0,164971.0,4765.0,8631.0,13412.0,0.8602141006053843,0.02484630746849238,0.04500492754681169,0.0699346643793116,90.0,191779.0
Tahiti,191779.0,163936.0,4837.0,8998.0,14008.0,0.8548172636211473,0.025221739606526263,0.046918588583734405,0.07304240818859208,91.0,191779.0
Tahiti,191779.0,162768.0,5079.0,9313.0,14619.0,0.8487269200485976,0.026483608737140146,0.04856110418763264,0.0762283670266296,92.0,191779.0
Tahiti,191779.0,161552.0,5260.0,9686.0,15281.0,0.8423862883840254,0.027427403417475325,0.05050605123605817,0.07968025696244115,93.0,191779.0
Tahiti,191779.0,160330.0,5405.0,10065.0,15979.0,0.8360143707079503,0.02818348202879356,0.052482284295986524,0.08331986296726962,94.0,191779.0
Tahiti,191779.0,159043.0,5633.0,10446.0,16657.0,0.8293035212405946,0.029372350465900855,0.054468946026415825,0.08685518226708867,95.0,191779.0
Tahiti,191779.0,157780.0,5799.0,10774.0,17426.0,0.8227178158192503,0.030237930117478974,0.05617924798857018,0.09086500607470056,96.0,191779.0
Tahiti,191779.0,156439.0,5955.0,11254.0,18131.0,0.8157253922483693,0.031051366416552387,0.05868212890879606,0.09454111242628234,97.0,191779.0
Tahiti,191779.0,155112.0,6039.0,11720.0,18908.0,0.8088059693709947,0.031489370577591914,0.06111200913551536,0.09859265091589799,98.0,191779.0
Tahiti,191779.0,153648.0,6303.0,12047.0,19781.0,0.8011721825643058,0.032865955083716154,0.06281709676241924,0.10314476558955882,99.0,191779.0
Tahiti,191779.0,152207.0,6516.0,12428.0,20628.0,0.7936583254683777,0.033976608492066386,0.06480375849284854,0.10756130754670741,100.0,191779.0
Tahiti,191779.0,143822.0,8221.0,13554.0,26182.0,0.7499361243931817,0.04286705009411875,0.07067509998487843,0.13652172552782108,101.0,191779.0
Tahiti,191779.0,136733.0,9527.0,14691.0,30828.0,0.7129717018025957,0.04967697193123335,0.07660379916466349,0.16074752710150747,102.0,191779.0
Tahiti,191779.0,130135.0,10670.0,15946.0,35028.0,0.6785675178199907,0.05563695712252124,0.0831477899040041,0.18264773515348395,103.0,191779.0
Tahiti,191779.0,124201.0,11658.0,17220.0,38700.0,0.6476256524436982,0.06078872034998618,0.08979085301310362,0.20179477419321198,104.0,191779.0
Tahiti,191779.0,118661.0,12625.0,18474.0,42019.0,0.6187382351560912,0.06583098253719125,0.09632962941719375,0.2191011528895239,105.0,191779.0
Tahiti,191779.0,113615.0,13352.0,19839.0,44973.0,0.5924266994822165,0.06962180426428337,0.10344719703408611,0.23450429921941401,106.0,191779.0
Tahiti,191779.0,108709.0,14222.0,21195.0,47653.0,0.5668451707434078,0.07415827593219279,0.11051783563372423,0.2484787176906752,107.0,191779.0
Tahiti,191779.0,104020.0,14818.0,22573.0,50368.0,0.5423951527539511,0.07726601974147326,0.11770318960887272,0.2626356378957029,108.0,191779.0
Tahiti,191779.0,99374.0,15437.0,23903.0,53065.0,0.5181693511802647,0.08049369326151455,0.1246382554919986,0.27669870006622205,109.0,191779.0
Tahiti,191779.0,94871.0,16038.0,25293.0,55577.0,0.4946891995473957,0.08362750874704739,0.13188618149015272,0.28979711021540416,110.0,191779.0
Tahiti,191779.0,90522.0,16507.0,26786.0,57964.0,0.4720120555430991,0.08607303197951809,0.13967118401910533,0.3022437284582775,111.0,191779.0
Tahiti,191779.0,86341.0,16841.0,28018.0,60579.0,0.4502109198608815,0.08781461995317527,0.1460952450476851,0.3158792151382581,112.0,191779.0
Tahiti,191779.0,82153.0,17172.0,29329.0,63125.0,0.4283732838319107,0.08954056492108103,0.15293123856105204,0.32915491268595626,113.0,191779.0
Tahiti,191779.0,78217.0,17436.0,30636.0,65490.0,0.40784966028605846,0.09091714942720527,0.1597463747334171,0.34148681555331917,114.0,191779.0
Tahiti,191779.0,74356.0,17670.0,31786.0,67967.0,0.3877171118839915,0.0921373038758154,0.1657428602714583,0.35440272396873485,115.0,191779.0
Tahiti,191779.0,70609.0,17741.0,32817.0,70612.0,0.36817899770047813,0.0925075216785988,0.17111883991469348,0.3681946407062296,116.0,191779.0
Tahiti,191779.0,66928.0,17636.0,34044.0,73171.0,0.3489850296434959,0.09196001647729939,0.1775168292670209,0.38153812461218384,117.0,191779.0
Tahiti,191779.0,63446.0,17513.0,35032.0,75788.0,0.3308287143013573,0.09131865324149151,0.18266859249448583,0.3951840399626654,118.0,191779.0
Tahiti,191779.0,59858.0,17369.0,36049.0,78503.0,0.3121196794226688,0.09056778896542374,0.18797157144421445,0.409340960167693,119.0,191779.0
Tahiti,191779.0,56578.0,17265.0,36841.0,81095.0,0.29501665980112524,0.0900254980993748,0.19210132496258714,0.4228565171369128,120.0,191779.0
Tahiti,191779.0,53261.0,17253.0,37437.0,83828.0,0.27772070977531427,0.08996292607636916,0.1952090687718676,0.43710729537644893,121.0,191779.0
Tahiti,191779.0,50253.0,16890.0,38081.0,86555.0,0.26203598934189876,0.08807012238044833,0.19856710067317068,0.45132678760448225,122.0,191779.0
Tahiti,191779.0,47471.0,16549.0,38416.0,89343.0,0.24752970867508955,0.08629203406003785,0.20031390298207832,0.46586435428279427,123.0,191779.0
Tahiti,191779.0,44704.0,15850.0,38926.0,92299.0,0.23310164303703743,0.08264721371995891,0.20297321395981832,0.48127792928318536,124.0,191779.0
Tahiti,191779.0,42046.0,15380.0,39224.0,95129.0,0.21924193994128657,0.08019647615223773,0.20452708586445856,0.4960344980420171,125.0,191779.0
Tahiti,191779.0,39631.0,14839.0,39531.0,97778.0,0.2066493203114001,0.07737552078173314,0.20612788678635305,0.5098472721205137,126.0,191779.0
